archived,completed_runs,created_on,expires,flow,name,participants,rulesets_0_id,rulesets_0_label,rulesets_0_node,rulesets_0_response_type,rulesets_0_ruleset_type,rulesets_10_id,rulesets_10_label,rulesets_10_node,rulesets_10_response_type,rulesets_10_ruleset_type,rulesets_11_id,rulesets_11_label,rulesets_11_node,rulesets_11_response_type,rulesets_11_ruleset_type,rulesets_12_id,rulesets_12_label,rulesets_12_node,rulesets_12_response_type,rulesets_12_ruleset_type,rulesets_13_id,rulesets_13_label,rulesets_13_node,rulesets_13_response_type,rulesets_13_ruleset_type,rulesets_14_id,rulesets_14_label,rulesets_14_node,rulesets_14_response_type,rulesets_14_ruleset_type,rulesets_15_id,rulesets_15_label,rulesets_15_node,rulesets_15_response_type,rulesets_15_ruleset_type,rulesets_16_id,rulesets_16_label,rulesets_16_node,rulesets_16_response_type,rulesets_16_ruleset_type,rulesets_17_id,rulesets_17_label,rulesets_17_node,rulesets_17_response_type,rulesets_17_ruleset_type,rulesets_18_id,rulesets_18_label,rulesets_18_node,rulesets_18_response_type,rulesets_18_ruleset_type,rulesets_19_id,rulesets_19_label,rulesets_19_node,rulesets_19_response_type,rulesets_19_ruleset_type,rulesets_1_id,rulesets_1_label,rulesets_1_node,rulesets_1_response_type,rulesets_1_ruleset_type,rulesets_20_id,rulesets_20_label,rulesets_20_node,rulesets_20_response_type,rulesets_20_ruleset_type,rulesets_21_id,rulesets_21_label,rulesets_21_node,rulesets_21_response_type,rulesets_21_ruleset_type,rulesets_22_id,rulesets_22_label,rulesets_22_node,rulesets_22_response_type,rulesets_22_ruleset_type,rulesets_23_id,rulesets_23_label,rulesets_23_node,rulesets_23_response_type,rulesets_23_ruleset_type,rulesets_24_id,rulesets_24_label,rulesets_24_node,rulesets_24_response_type,rulesets_24_ruleset_type,rulesets_25_id,rulesets_25_label,rulesets_25_node,rulesets_25_response_type,rulesets_25_ruleset_type,rulesets_26_id,rulesets_26_label,rulesets_26_node,rulesets_26_response_type,rulesets_26_ruleset_type,rulesets_27_id,rulesets_27_label,rulesets_27_node,rulesets_27_response_type,rulesets_27_ruleset_type,rulesets_28_id,rulesets_28_label,rulesets_28_node,rulesets_28_response_type,rulesets_28_ruleset_type,rulesets_29_id,rulesets_29_label,rulesets_29_node,rulesets_29_response_type,rulesets_29_ruleset_type,rulesets_2_id,rulesets_2_label,rulesets_2_node,rulesets_2_response_type,rulesets_2_ruleset_type,rulesets_30_id,rulesets_30_label,rulesets_30_node,rulesets_30_response_type,rulesets_30_ruleset_type,rulesets_31_id,rulesets_31_label,rulesets_31_node,rulesets_31_response_type,rulesets_31_ruleset_type,rulesets_32_id,rulesets_32_label,rulesets_32_node,rulesets_32_response_type,rulesets_32_ruleset_type,rulesets_33_id,rulesets_33_label,rulesets_33_node,rulesets_33_response_type,rulesets_33_ruleset_type,rulesets_34_id,rulesets_34_label,rulesets_34_node,rulesets_34_response_type,rulesets_34_ruleset_type,rulesets_35_id,rulesets_35_label,rulesets_35_node,rulesets_35_response_type,rulesets_35_ruleset_type,rulesets_36_id,rulesets_36_label,rulesets_36_node,rulesets_36_response_type,rulesets_36_ruleset_type,rulesets_3_id,rulesets_3_label,rulesets_3_node,rulesets_3_response_type,rulesets_3_ruleset_type,rulesets_4_id,rulesets_4_label,rulesets_4_node,rulesets_4_response_type,rulesets_4_ruleset_type,rulesets_5_id,rulesets_5_label,rulesets_5_node,rulesets_5_response_type,rulesets_5_ruleset_type,rulesets_6_id,rulesets_6_label,rulesets_6_node,rulesets_6_response_type,rulesets_6_ruleset_type,rulesets_7_id,rulesets_7_label,rulesets_7_node,rulesets_7_response_type,rulesets_7_ruleset_type,rulesets_8_id,rulesets_8_label,rulesets_8_node,rulesets_8_response_type,rulesets_8_ruleset_type,rulesets_9_id,rulesets_9_label,rulesets_9_node,rulesets_9_response_type,rulesets_9_ruleset_type,runs,uuid
False,0,2015-12-14T23:26:56.886Z,10080,20020,miCita_bf2_4,,41669.0,Response 1,ae50c5b7-4b51-4670-8b23-6241f6d68e07,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41670.0,Response 2,ed3a612a-64ad-403e-899a-22ce809d8d22,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41675.0,Response 7,218ae31b-a53b-4aa0-8f4f-fa5509c5dffd,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41671.0,Response 3,8aa318b7-7065-498a-a288-ba6a0dc10b74,C,contact_field,41672.0,Response 4,a7a4970f-6abb-40bd-9c62-3a766faf87a6,C,contact_field,41673.0,Response 5,72c3e9ff-e1cc-44ac-829b-3b61e5e5c334,C,contact_field,41674.0,Response 6,601aa088-d34a-4d98-8700-77fbd70f50ea,C,contact_field,,,,,,,,,,,,,,,,0,83d7d280-d1ff-4042-836a-496f5575b1cf
False,0,2015-12-14T23:26:30.329Z,10080,20019,miCita_bf2_3,,41662.0,Response 1,7c944712-89cf-4bdc-901b-f2662128dee6,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41663.0,Response 2,7c69f706-8ebb-4171-afb4-02f7c271c055,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41668.0,Response 7,5956998e-91d3-40fe-9c53-1a337250fd9c,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41664.0,Response 3,4747e302-6a7c-4998-b626-6501fa08d18c,C,contact_field,41665.0,Response 4,ee19174a-f8e2-486e-a7e4-21ffa4d362ce,C,contact_field,41666.0,Response 5,fa040582-cd31-4791-883d-e1435a00f91f,C,contact_field,41667.0,Response 6,826a2c00-38ee-44c0-8e71-063229e6002c,C,contact_field,,,,,,,,,,,,,,,,0,cf744c20-5384-48d2-a632-285539e8cfd8
False,1,2015-12-14T23:26:03.240Z,10080,20018,miCita_bf2_2,,41655.0,Response 1,4409503d-2b65-4256-bc26-d34968b10ba9,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41656.0,Response 2,077721c0-2e1c-475e-b6da-5e76c15d9d72,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41661.0,Response 7,1011aa7c-4b11-42ed-bf8c-4e0617fa1c2c,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41657.0,Response 3,b975b80a-7967-4f11-a0fc-6eb95dd1d942,C,contact_field,41658.0,Response 4,1dd8a4af-170b-496d-89d0-b0be57a15616,C,contact_field,41659.0,Response 5,f527852b-e403-43d1-aaf3-5bea4e07452a,C,contact_field,41660.0,Response 6,0fb76111-dba7-4b97-b04b-dae6570b56ec,C,contact_field,,,,,,,,,,,,,,,,1,8fd3cd9f-2103-4ec5-a632-06be8c156513
False,1,2015-12-14T23:23:40.331Z,10080,20017,miCita_cl3_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2ec3c489-be2c-44dc-b0bf-91110b3c02d9
False,0,2015-12-14T23:22:54.467Z,10080,20016,miCita_cl3_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61141490-6017-44ac-8db9-c1cbeb7eb6ed
False,0,2015-12-14T23:22:13.764Z,10080,20015,miCita_cl3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,e6da139b-312e-478f-8f77-5842b3fd34c9
False,7,2015-12-14T23:22:05.962Z,0,20014,EduFin-Tratamiento1-GrupoEnfoque,,41785.0,Quiere,ecac622c-de22-4993-bb86-e1a41781d6cf,C,wait_message,41770.0,Purchase Amount,89e58af1-fae2-482e-b8f0-66af43be6c7e,C,wait_message,41782.0,Purchase Amount Another Reason,fb7dd492-7258-42dd-a1e9-5c8d7367b5b9,O,wait_message,41771.0,How much save,59a55a76-4ce0-4937-abb5-0addd8597e0f,C,wait_message,41777.0,Where will you save,c784c180-7916-4366-a7e3-33bde30fc416,C,wait_message,41778.0,What bank,642d40f2-aeed-47fe-b83d-e2c44638b0aa,O,wait_message,41786.0,OtroTipoAhorro,405dc875-fb6c-4037-8c52-05facd11cb7f,O,wait_message,41779.0,What is the first thing you must do,5028baa0-d915-42d9-9fe0-489c98591ea4,O,wait_message,41772.0,Reminder Date,8c582e92-0268-43f4-b154-315e32251c1d,C,wait_message,41780.0,When will you save,339c48a3-892b-4201-b598-29124dc226af,O,wait_message,41784.0,Response 18,d3e38d1d-9fd3-4852-aeaa-0eea918f82e6,O,wait_message,41773.0,Contact Name,f3247ed6-05cd-46a1-abae-8d77fa2c161c,O,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41767.0,Goal Criteria,1433e28b-7b60-4ba7-8d19-f5af8bd21e71,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41774.0,Do you want to save,3505b71a-091a-4ad5-9e4b-e34cc546ba7d,C,wait_message,41783.0,Another Reason or Not,40e34a25-0323-42fd-bfac-36df1a9639ea,C,wait_message,41776.0,Why not save,c88edfd7-271c-4de0-b796-f2803b92d9ae,O,wait_message,41768.0,Large Purchase,8bfd7d30-b975-46a2-b65d-77a59a87903d,O,wait_message,41775.0,Emergency,03636528-f7c0-4a06-839a-5074321a63be,O,wait_message,41769.0,Purchase Date,4d6694a2-4497-41e9-a924-d613261454ae,C,wait_message,41781.0,Another Reason,a2e7bcf6-a646-4828-b17c-df217fd38274,O,wait_message,7,5c68add4-be1c-4a72-a5bb-84b0d6425f0c
False,1,2015-12-14T23:21:02.323Z,10080,20013,miCita_cl3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5b0bb9c0-3b89-480b-8d3c-bc150a956f0d
True,0,2015-12-14T23:12:15.670Z,10080,20012,miCita_bf2_2,,41582.0,Response 7,80729dc8-8220-4875-b97d-43148a16a03e,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41576.0,Response 1,7233b5e7-ddef-4c1e-8932-18f7db8d979b,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41577.0,Response 2,fdf5cc49-0293-4ac6-bc19-cb248a99fc9f,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41578.0,Response 3,d35c9d26-de1a-4e7e-b7f6-29f728c074e1,C,contact_field,41579.0,Response 4,35d8e5de-2f4f-4c1d-aa81-97d104d280d5,C,contact_field,41580.0,Response 5,5f735d22-7e19-43cb-a75f-00e170307538,C,contact_field,41581.0,Response 6,060b8b3c-d98d-4869-b830-7b41acbc0b38,C,contact_field,,,,,,,,,,,,,,,,0,18ed2942-d27d-417b-93ed-3edba5e17931
False,0,2015-12-14T22:58:32.858Z,10080,20011,miCita_cl3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6863bcc5-c578-4bea-8e09-ab6ddb8f36a9
False,109,2015-12-12T05:51:03.282Z,1440,19975,pregnant_puerperium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3ab04188-96a5-4e94-abbf-21929bdf4daf
False,2318,2015-12-12T03:11:14.744Z,5,19974,uncaught,,45365.0,Response 7,c2fd1d3c-3120-453b-81bd-ec4223172cef,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45366.0,Response 8,e965b605-8802-4694-a38d-c9281432566b,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41437.0,menu,b20287a5-e633-4b64-a67b-c3540ce72c64,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41440.0,respuesta_pregs,bddfa422-bf0f-459d-b593-067228ea7f99,C,wait_message,41441.0,respuesta_pregs2,de2e911c-67dc-428e-a6e9-763710ffe304,C,wait_message,41439.0,menu_pd,cd9a1cc7-cf0f-410e-b132-22d7ac24537a,C,wait_message,41438.0,pregunta,c0e39ee2-6329-4c87-8cf5-739c6595e787,O,wait_message,41442.0,pregunta_pd,de546b7f-f85a-460f-8641-986adc28c196,O,wait_message,,,,,,,,,,,2901,28af349d-92aa-49a7-b43a-be4c65ff77ba
False,180,2015-12-12T00:10:36.780Z,10080,19973,birth,,48711.0,Response 1_s,b03a6f8e-0dbc-459e-abef-2441444133c2,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53914.0,Response 4,ba8b1532-9047-478a-9b58-918843bff664,C,expression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41435.0,Response 2_f,4e21bb8e-2f88-43b1-90c3-cb0ba76a51d5,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41436.0,Response 3_s,5d427dab-51f7-42cf-947b-7b1f8d56a444,C,wait_message,53915.0,Response 5,69ceb072-21ea-40bb-8ae0-42dadf852468,C,expression,,,,,,,,,,,,,,,,,,,,,,,,,,517,fb7d0fcb-5887-4031-bf1a-ef60a74158b8
False,50,2015-12-11T19:11:59.143Z,10080,19971,t2_aux5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4d91843a-6ba3-4c39-80e5-ecfdacab96a0
True,0,2015-12-11T19:11:57.940Z,10080,19970,Copy of t2_aux4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,807d5235-f105-46b5-9e19-5be0e89f5b44
True,0,2015-12-11T19:11:57.033Z,10080,19969,Copy of t2_aux4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ce45d1d5-a539-4155-8a33-ae9afb5e50f2
False,44,2015-12-11T19:10:05.683Z,10080,19968,t2_aux4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6ad6ee2f-99a1-4a2e-9599-555ca991640d
False,78,2015-12-11T19:06:50.127Z,10080,19967,t2_aux3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,062bda45-a987-4717-a4cd-ca31a63e2874
False,57,2015-12-11T19:05:52.563Z,10080,19966,t2_aux2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5eeae7a8-2b64-40f9-88d3-acdd94158935
True,0,2015-12-11T19:05:51.772Z,10080,19965,Copy of t2_aux1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0926eb42-7783-4dd5-8553-af2b5165f214
False,78,2015-12-11T18:58:36.505Z,10080,19964,t2_aux1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,ea00d0cd-597c-413a-b3ef-0b531365cf52
False,14,2015-12-11T18:42:32.253Z,10080,19963,t2_bfs2,,41432.0,Response 1_s,d1a2779b-0db4-4bdf-8551-b2c320c55bc6,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41433.0,Response 2_s,4cf96ec1-108a-4bd4-887a-d76a64dca548,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,f1aa60e0-3497-4aca-805f-86038288ffd4
False,402,2015-12-11T18:22:39.234Z,10080,19962,t2_bfs1,,41428.0,Response 1,a361cabe-c8f5-4eff-8199-6b701418a040,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,1c2e9f85-c575-4b1e-a086-c6936391d18c
False,0,2015-12-10T22:57:37.260Z,10080,19947,FUNSALUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1f352e07-4aeb-49b0-a219-32cfe1b6b66e
False,1643,2015-12-10T16:02:07.539Z,5,19943,TelcelConfirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,632f876c-2469-4c9c-8076-d56914dc6ab3
False,0,2015-12-10T01:38:55.819Z,10080,19932,incentivesCollectF2,,41221.0,split_rand_1_8,e50e7a56-7396-467e-84b4-a705eb3b5c61,C,expression,41233.0,wait,a122b8b8-0584-49bf-beb0-7b7457271a23,C,wait_message,41236.0,time,a2ccb19e-8ddd-4263-af91-a1050c4071aa,C,wait_message,41234.0,speak,c3d4046d-800b-4b50-a66f-93cfd254b306,C,wait_message,41237.0,quality,7a88bba0-59e4-4f3c-8dbc-f50e5155420f,C,wait_message,41235.0,clarity,edbb119a-7ad3-4a0e-b474-8ea61e11fa21,C,wait_message,41238.0,info,a4e1e79c-869a-4f12-87d2-483993cf6c0f,C,wait_message,,,,,,,,,,,,,,,,,,,,,41223.0,anemia,7b8b0b99-30ae-49dd-9302-a69100d34371,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41231.0,meds,54c774df-48f3-46f2-815b-9ebba12c0c4e,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41227.0,heart,1a91b1fa-7cfb-4e77-bbe6-5947cbb0844b,C,wait_message,41225.0,wtHt,fa731f8e-f941-4ef9-97b4-a18a52dbacbe,C,wait_message,41229.0,food,a6a77ddb-cc88-42a8-b7fb-143816776b0f,C,wait_message,41230.0,smokAlc,b98a506c-d316-493b-943e-51ca0de20d79,C,wait_message,41226.0,uterus,c906727f-1aab-4373-bf04-7fa8bb62d292,C,wait_message,41228.0,pressure,15677e3c-97b4-44f2-ae30-6b9406cd79f3,C,wait_message,41232.0,split_rand_1_6,14fef1d7-b4b3-4480-b45f-6a502dc6a969,C,expression,0,0f64363b-bd92-4130-b16a-042ac8a8085b
True,0,2015-12-10T01:38:55.792Z,10080,19931,Copy of rp_incentivesCollectF1,,41207.0,Response 1,d4f30f06-bc83-441c-a17a-74d4a44a7b09,C,contact_field,41217.0,wait,2867c32e-5148-44fe-bbe7-a7c36526138a,C,wait_message,41220.0,time,d373dd13-e1a7-4d6e-8b99-d74b1570c5b7,C,wait_message,41218.0,speak,e11b1ea0-215b-4134-ba2c-5c1f33de16ff,C,wait_message,41222.0,quality,7d5ed415-d9de-4131-b82c-41c1736ec3d0,C,wait_message,41219.0,clarity,a8c71370-c72d-4001-acd6-1e8784f73f83,C,wait_message,41224.0,info,99155973-4000-4584-8cb2-95661456a27c,C,wait_message,,,,,,,,,,,,,,,,,,,,,41208.0,anemia,208eb36c-52e5-46ea-9048-041aa9ee1a05,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41215.0,meds,7cb40152-13ec-4426-8ec3-83868d60387c,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41211.0,heart,fc65dadb-c94b-4085-8b74-60571f2ea050,C,wait_message,41209.0,wtHt,1e3331ba-2b15-4b61-b2cc-ce7b071d9fc8,C,wait_message,41213.0,food,e78f5e0c-ff91-4a42-b26b-9a09d65fac33,C,wait_message,41214.0,smokAlc,378f4c87-8dea-4288-b0c3-0901fd13dccd,C,wait_message,41210.0,uterus,398c2b23-f65c-4f04-ae72-808841207556,C,wait_message,41212.0,pressure,aba7207d-9f53-4c3e-a474-97bc48b64b6b,C,wait_message,41216.0,Response 10,7b1b5c32-b25f-4777-afca-d3448dd8413b,C,contact_field,0,1839cbd5-cce8-4709-a23e-7339e11297bd
False,6,2015-12-10T01:26:24.114Z,10080,19930,incentivesCollectF1,,41239.0,split_waitF1,499c1b87-1911-4ef8-be89-34015e59198f,C,contact_field,41183.0,Response 2_s,03778dc4-0a49-4979-afeb-c1a4c140b034,C,wait_message,41191.0,Response 6_s,74cffa90-07da-430b-bdad-571738b18668,C,wait_message,41193.0,Response 7_s,2ff7ef08-4536-42a4-9060-6d4fe8a3ae67,C,wait_message,41185.0,Response 3_s,6f83752e-40e0-427c-add1-5c3a27325d85,C,wait_message,41189.0,Response 5_s,fc1452b2-0722-41d6-bb15-19258231b939,C,wait_message,41196.0,split_rand_1_6,dfbec486-4fe5-40f8-9a63-2a8c85671b49,C,expression,41198.0,Response 9_s,1a40aa84-2f1b-4382-b4ef-0e702f6e8334,C,wait_message,41202.0,Response 12_c,f922d51e-e6bf-4041-8850-8a57d1efa3ad,C,wait_message,41200.0,Response 10_s,a0ce5652-6155-4444-8036-e28c6f29d196,C,wait_message,41203.0,Response 13_c,84e0c32e-fc55-475d-bdaf-4a3a5923417e,C,wait_message,41243.0,split_qualityF1,522e4871-09fc-4457-8212-d2af09f8cb1a,C,contact_field,41201.0,Response 11_c,c54dc96f-00ae-4536-b4e3-4b8c50753924,C,wait_message,41204.0,Response 14_c,962f9e59-d441-4c6b-9152-a30873cdd2ac,C,wait_message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41240.0,split_speakF1,980f579d-8561-43d6-a8b7-fae34a1c50af,C,contact_field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41244.0,split_infoF1,5f6557df-af2b-48ad-82d4-8dfaf7b7a11a,C,contact_field,41241.0,split_timeF1,9928c18a-dbb5-4260-8c87-7a25a66b9eba,C,contact_field,41242.0,split_clarityF1,b5653f82-1d68-45a1-9f51-b0ec430aced5,C,contact_field,41179.0,split_rand_1_8,4805a42c-2a96-44c4-8596-c27a3a8d84c5,C,expression,41181.0,Response 1_s,8aa6afa8-b4a2-400b-ba4b-73fe870b208d,C,wait_message,41194.0,Response 8_s,d32af612-82f6-47ec-a9bb-810c2658e8fd,C,wait_message,41187.0,Response 4_s,f54f4153-410a-4582-8652-f665e21f6e36,C,wait_message,9,b132a362-20de-4e18-b77a-acd4257c0b0f
